"episode","final_track_id","type","codec","language","track_name","source_track_id","action","applied_shift_ms","packet_matches","median_spread_ms"
"5","13","audio","Opus","hi","Hindi","12","timing_corrected","365","2230","0.0"
"5","14","subtitles","SubRip/SRT","en","English (Forced)","13","timing_corrected","347","7","0.0"
"5","15","subtitles","SubStationAlpha","en","English","14","unchanged_timing","0","4954","0.0"
"5","16","subtitles","SubRip/SRT","en","English (SDH)","15","timing_corrected","347","405","0.0"
"5","17","subtitles","SubStationAlpha","en","English (Dub)","16","unchanged_timing","0","4985","0.0"
"5","18","subtitles","SubStationAlpha","en","English (Signs & Songs)","17","unchanged_timing","0","4610","0.0"
"5","19","subtitles","SubStationAlpha","en","English (Honorifics)","18","unchanged_timing","0","4954","0.0"
"5","20","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Forced)","19","timing_corrected","347","6","0.0"
"5","21","subtitles","SubRip/SRT","es-419","Spanish (Latin America)","20","timing_corrected","347","338","0.0"
"5","22","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Dub)","21","timing_corrected","347","261","0.0"
"5","23","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Forced)","22","timing_corrected","347","6","0.0"
"5","24","subtitles","SubRip/SRT","es-ES","Spanish (Spain)","23","timing_corrected","347","336","0.0"
"5","25","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Dub)","24","timing_corrected","347","286","0.0"
"5","26","subtitles","SubRip/SRT","ar-SA","Arabic","25","timing_corrected","347","338","0.0"
"5","27","subtitles","SubRip/SRT","fr-FR","French (Forced)","26","timing_corrected","347","8","0.0"
"5","28","subtitles","SubRip/SRT","fr-FR","French (France)","27","timing_corrected","347","340","0.0"
"5","29","subtitles","SubRip/SRT","fr-FR","French (Dub)","28","timing_corrected","347","391","0.0"
"5","30","subtitles","SubRip/SRT","de","German (Forced)","29","timing_corrected","347","8","0.0"
"5","31","subtitles","SubRip/SRT","de","German","30","timing_corrected","347","342","0.0"
"5","32","subtitles","SubRip/SRT","de","German (Dub)","31","timing_corrected","347","293","0.0"
"5","33","subtitles","SubRip/SRT","it","Italian (Forced)","32","timing_corrected","347","5","0.0"
"5","34","subtitles","SubRip/SRT","it","Italian","33","timing_corrected","347","343","0.0"
"5","35","subtitles","SubRip/SRT","it","Italian (Dub)","34","timing_corrected","347","306","0.0"
"5","36","subtitles","SubRip/SRT","ja","Japanese","35","timing_corrected","346","396","0.0"
"5","37","subtitles","SubRip/SRT","ja","Japanese (SDH)","36","timing_corrected","346","396","0.0"
"5","38","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Forced)","37","timing_corrected","347","6","0.0"
"5","39","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil)","38","timing_corrected","347","339","0.0"
"5","40","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Dub)","39","timing_corrected","347","300","0.0"
"5","41","subtitles","SubRip/SRT","pt-PT","Portuguese (Portugal)","40","timing_corrected","347","331","0.0"
"5","42","subtitles","SubRip/SRT","pl","Polish","41","timing_corrected","347","332","0.0"
"5","43","subtitles","SubRip/SRT","nl","Dutch","42","timing_corrected","347","329","0.0"
"5","44","subtitles","SubRip/SRT","nb","Norwegian Bokm̴l","43","timing_corrected","347","341","0.0"
"5","45","subtitles","SubRip/SRT","fi","Finnish","44","timing_corrected","347","341","0.0"
"5","46","subtitles","SubRip/SRT","fil","Filipino","45","timing_corrected","347","342","0.0"
"5","47","subtitles","SubRip/SRT","tr","Turkish","46","timing_corrected","347","338","0.0"
"5","48","subtitles","SubRip/SRT","sv","Swedish","47","timing_corrected","347","342","0.0"
"5","49","subtitles","SubRip/SRT","el","Greek","48","timing_corrected","347","337","0.0"
"5","50","subtitles","SubRip/SRT","he","Hebrew","49","timing_corrected","347","339","0.0"
"5","51","subtitles","SubRip/SRT","ro","Romanian","50","timing_corrected","347","343","0.0"
"5","52","subtitles","SubRip/SRT","id-ID","Indonesian (Forced)","51","timing_corrected","347","6","0.0"
"5","53","subtitles","SubRip/SRT","id-ID","Indonesian","52","timing_corrected","347","340","0.0"
"5","54","subtitles","SubRip/SRT","id-ID","Indonesian (Dub)","53","timing_corrected","347","300","0.0"
"5","55","subtitles","SubRip/SRT","th-TH","Thai (Forced)","54","timing_corrected","347","6","0.0"
"5","56","subtitles","SubRip/SRT","th-TH","Thai","55","timing_corrected","347","343","0.0"
"5","57","subtitles","SubRip/SRT","th-TH","Thai (Dub)","56","timing_corrected","347","320","0.0"
"5","58","subtitles","SubRip/SRT","ko","Korean","57","timing_corrected","347","341","0.0"
"5","59","subtitles","SubRip/SRT","da","Danish","58","timing_corrected","347","342","0.0"
"5","60","subtitles","SubRip/SRT","zh-Hans","Chinese (Simplified)","59","timing_corrected","347","339","0.0"
"5","61","subtitles","SubRip/SRT","zh-Hant","Chinese (Traditional)","60","timing_corrected","347","343","0.0"
"5","62","subtitles","SubRip/SRT","vi-VN","Vietnamese","61","timing_corrected","347","337","0.0"
"5","63","subtitles","SubRip/SRT","uk","Ukrainian","62","timing_corrected","347","342","0.0"
"5","64","subtitles","SubRip/SRT","hu","Hungarian","63","timing_corrected","347","336","0.0"
"5","65","subtitles","SubRip/SRT","cs","Czech","64","timing_corrected","347","338","0.0"
"5","66","subtitles","SubRip/SRT","hr","Croatian","65","timing_corrected","347","344","0.0"
"5","67","subtitles","SubRip/SRT","ms-MY","Malay","66","timing_corrected","347","333","0.0"
"5","68","subtitles","SubRip/SRT","hi","Hindi (Forced)","67","timing_corrected","347","6","0.0"
"5","69","subtitles","SubRip/SRT","hi","Hindi","68","timing_corrected","347","341","0.0"
"6","1","audio","Opus","ja","Japanese","1","unchanged_timing","0","2232","0.0"
"6","2","audio","Opus","ja","Japanese 2.0 (Blu-ray)","","added","0","",""
"6","3","audio","Opus","en","English","2","timing_corrected","-32","2247","0.0"
"6","4","audio","Opus","es-419","Spanish (Latin America)","3","timing_corrected","-9","2248","0.0"
"6","5","audio","Opus","es-ES","Spanish (Spain)","4","timing_corrected","-53","2246","0.0"
"6","6","audio","Opus","ar-SA","Arabic","5","timing_corrected","-32","2247","0.0"
"6","7","audio","Opus","fr-FR","French (France)","6","timing_corrected","-32","2247","0.0"
"6","8","audio","Opus","de","German","7","timing_corrected","-53","2246","0.0"
"6","9","audio","Opus","it","Italian","8","timing_corrected","-53","2246","0.0"
"6","10","audio","Opus","pt-BR","Portuguese (Brazil)","9","timing_corrected","-57","2246","0.0"
"6","11","audio","Opus","id-ID","Indonesian","10","timing_corrected","-32","2247","0.0"
"6","12","audio","Opus","th-TH","Thai","11","timing_corrected","-32","2247","0.0"
"6","13","audio","Opus","hi","Hindi","12","timing_corrected","-53","2246","0.0"
"6","14","subtitles","SubRip/SRT","en","English (Forced)","13","timing_corrected","-63","5","0.0"
"6","15","subtitles","SubStationAlpha","en","English","14","unchanged_timing","0","5644","0.0"
"6","16","subtitles","SubRip/SRT","en","English (SDH)","15","timing_corrected","-63","420","0.0"
"6","17","subtitles","SubStationAlpha","en","English (Dub)","16","unchanged_timing","0","5675","0.0"
"6","18","subtitles","SubStationAlpha","en","English (Signs & Songs)","17","unchanged_timing","0","5284","0.0"
"6","19","subtitles","SubStationAlpha","en","English (Honorifics)","18","unchanged_timing","0","5644","0.0"
"6","20","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Forced)","19","timing_corrected","-63","6","0.0"
"6","21","subtitles","SubRip/SRT","es-419","Spanish (Latin America)","20","timing_corrected","-63","339","0.0"
"6","22","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Dub)","21","timing_corrected","-63","258","0.0"
"6","23","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Forced)","22","timing_corrected","-63","5","0.0"
"6","24","subtitles","SubRip/SRT","es-ES","Spanish (Spain)","23","timing_corrected","-63","348","0.0"
"6","25","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Dub)","24","timing_corrected","-63","291","0.0"
"6","26","subtitles","SubRip/SRT","ar-SA","Arabic (Forced)","25","timing_corrected","-63","4","0.0"
"6","27","subtitles","SubRip/SRT","ar-SA","Arabic","26","timing_corrected","-63","339","0.0"
"6","28","subtitles","SubRip/SRT","fr-FR","French (Forced)","27","timing_corrected","-63","3","0.0"
"6","29","subtitles","SubRip/SRT","fr-FR","French (France)","28","timing_corrected","-63","343","0.0"
"6","30","subtitles","SubRip/SRT","fr-FR","French (Dub)","29","timing_corrected","-63","409","0.0"
"6","31","subtitles","SubRip/SRT","de","German (Forced)","30","timing_corrected","-63","5","0.0"
"6","32","subtitles","SubRip/SRT","de","German","31","timing_corrected","-63","344","0.0"
"6","33","subtitles","SubRip/SRT","it","Italian (Forced)","32","timing_corrected","-63","5","0.0"
"6","34","subtitles","SubRip/SRT","it","Italian","33","timing_corrected","-63","344","0.0"
"6","35","subtitles","SubRip/SRT","it","Italian (Dub)","34","timing_corrected","-63","314","0.0"
"6","36","subtitles","SubRip/SRT","ja","Japanese","35","timing_corrected","-64","419","0.0"
"6","37","subtitles","SubRip/SRT","ja","Japanese (SDH)","36","timing_corrected","-64","421","0.0"
"6","38","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Forced)","37","timing_corrected","-63","6","0.0"
"6","39","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil)","38","timing_corrected","-63","335","0.0"
"6","40","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Dub)","39","timing_corrected","-63","306","0.0"
"6","41","subtitles","SubRip/SRT","pt-PT","Portuguese (Portugal)","40","timing_corrected","-63","329","0.0"
"6","42","subtitles","SubRip/SRT","pl","Polish","41","timing_corrected","-63","334","0.0"
"6","43","subtitles","SubRip/SRT","nl","Dutch","42","timing_corrected","-63","337","0.0"
"6","44","subtitles","SubRip/SRT","nb","Norwegian Bokm̴l","43","timing_corrected","-63","341","0.0"
"6","45","subtitles","SubRip/SRT","fi","Finnish","44","timing_corrected","-63","341","0.0"
"6","46","subtitles","SubRip/SRT","fil","Filipino","45","timing_corrected","-63","354","0.0"
"6","47","subtitles","SubRip/SRT","tr","Turkish","46","timing_corrected","-63","343","0.0"
"6","48","subtitles","SubRip/SRT","sv","Swedish","47","timing_corrected","-63","340","0.0"
"6","49","subtitles","SubRip/SRT","el","Greek","48","timing_corrected","-63","341","0.0"
"6","50","subtitles","SubRip/SRT","he","Hebrew","49","timing_corrected","-63","342","0.0"
"6","51","subtitles","SubRip/SRT","ro","Romanian","50","timing_corrected","-63","341","0.0"
"6","52","subtitles","SubRip/SRT","id-ID","Indonesian (Forced)","51","timing_corrected","-63","7","0.0"
"6","53","subtitles","SubRip/SRT","id-ID","Indonesian","52","timing_corrected","-63","337","0.0"
"6","54","subtitles","SubRip/SRT","id-ID","Indonesian (Dub)","53","timing_corrected","-63","304","0.0"
"6","55","subtitles","SubRip/SRT","th-TH","Thai (Forced)","54","timing_corrected","-63","6","0.0"
"6","56","subtitles","SubRip/SRT","th-TH","Thai","55","timing_corrected","-63","347","0.0"
"6","57","subtitles","SubRip/SRT","th-TH","Thai (Dub)","56","timing_corrected","-63","333","0.0"
"6","58","subtitles","SubRip/SRT","ko","Korean","57","timing_corrected","-63","350","0.0"
"6","59","subtitles","SubRip/SRT","da","Danish","58","timing_corrected","-63","341","0.0"
"6","60","subtitles","SubRip/SRT","zh-Hans","Chinese (Simplified)","59","timing_corrected","-63","347","0.0"
"6","61","subtitles","SubRip/SRT","zh-Hant","Chinese (Traditional)","60","timing_corrected","-63","349","0.0"
"6","62","subtitles","SubRip/SRT","vi-VN","Vietnamese","61","timing_corrected","-63","345","0.0"
"6","63","subtitles","SubRip/SRT","uk","Ukrainian","62","timing_corrected","-63","342","0.0"
"6","64","subtitles","SubRip/SRT","hu","Hungarian","63","timing_corrected","-63","343","0.0"
"6","65","subtitles","SubRip/SRT","cs","Czech","64","timing_corrected","-63","344","0.0"
"6","66","subtitles","SubRip/SRT","hr","Croatian","65","timing_corrected","-63","343","0.0"
"6","67","subtitles","SubRip/SRT","ms-MY","Malay","66","timing_corrected","-63","343","0.0"
"6","68","subtitles","SubRip/SRT","hi","Hindi (Forced)","67","timing_corrected","-63","6","0.0"
"6","69","subtitles","SubRip/SRT","hi","Hindi","68","timing_corrected","-63","349","0.0"
"7","1","audio","Opus","ja","Japanese","1","unchanged_timing","0","2232","0.0"
"7","2","audio","Opus","ja","Japanese 2.0 (Blu-ray)","","added","0","",""
"7","3","audio","Opus","en","English","2","timing_corrected","-32","2247","0.0"
"7","4","audio","Opus","es-419","Spanish (Latin America)","3","timing_corrected","-9","2248","0.0"
"7","5","audio","Opus","es-ES","Spanish (Spain)","4","timing_corrected","-53","2246","0.0"
"7","6","audio","Opus","ar-SA","Arabic","5","timing_corrected","-32","2247","0.0"
"7","7","audio","Opus","fr-FR","French (France)","6","timing_corrected","-32","2247","0.0"
"7","8","audio","Opus","de","German","7","timing_corrected","-53","2246","0.0"
"7","9","audio","Opus","it","Italian","8","timing_corrected","-53","2246","0.0"
"7","10","audio","Opus","pt-BR","Portuguese (Brazil)","9","timing_corrected","-32","2247","0.0"
"7","11","audio","Opus","id-ID","Indonesian","10","timing_corrected","-32","2247","0.0"
"7","12","audio","Opus","th-TH","Thai","11","timing_corrected","-32","2247","0.0"
"7","13","audio","Opus","hi","Hindi","12","timing_corrected","-53","2246","0.0"
"7","14","subtitles","SubRip/SRT","en","English (Forced)","13","timing_corrected","-63","4","0.0"
"7","15","subtitles","SubStationAlpha","en","English","14","timing_corrected","-375","5263","0.0"
"7","16","subtitles","SubRip/SRT","en","English (SDH)","15","timing_corrected","-63","486","0.0"
"7","17","subtitles","SubStationAlpha","en","English (Dub)","16","timing_corrected","-375","5282","0.0"
"7","18","subtitles","SubStationAlpha","en","English (Signs & Songs)","17","timing_corrected","-375","4838","0.0"
"7","19","subtitles","SubStationAlpha","en","English (Honorifics)","18","timing_corrected","-375","5263","0.0"
"7","20","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Forced)","19","timing_corrected","-63","3","0.0"
"7","21","subtitles","SubRip/SRT","es-419","Spanish (Latin America)","20","timing_corrected","-63","388","0.0"
"7","22","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Dub)","21","timing_corrected","-63","306","0.0"
"7","23","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Forced)","22","timing_corrected","-63","3","0.0"
"7","24","subtitles","SubRip/SRT","es-ES","Spanish (Spain)","23","timing_corrected","-63","403","0.0"
"7","25","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Dub)","24","timing_corrected","-63","344","0.0"
"7","26","subtitles","SubRip/SRT","ar-SA","Arabic (Forced)","25","timing_corrected","-63","3","0.0"
"7","27","subtitles","SubRip/SRT","ar-SA","Arabic","26","timing_corrected","-63","395","0.0"
"7","28","subtitles","SubRip/SRT","fr-FR","French (Forced)","27","timing_corrected","-63","4","0.0"
"7","29","subtitles","SubRip/SRT","fr-FR","French (France)","28","timing_corrected","-63","378","0.0"
"7","30","subtitles","SubRip/SRT","fr-FR","French (Dub)","29","timing_corrected","-63","433","0.0"
"7","31","subtitles","SubRip/SRT","de","German (Forced)","30","timing_corrected","-63","3","0.0"
"7","32","subtitles","SubRip/SRT","de","German","31","timing_corrected","-63","396","0.0"
"7","33","subtitles","SubRip/SRT","de","German (Dub)","32","timing_corrected","-63","325","0.0"
"7","34","subtitles","SubRip/SRT","it","Italian (Forced)","33","timing_corrected","-63","3","0.0"
"7","35","subtitles","SubRip/SRT","it","Italian","34","timing_corrected","-63","393","0.0"
"7","36","subtitles","SubRip/SRT","it","Italian (Dub)","35","timing_corrected","-63","350","0.0"
"7","37","subtitles","SubRip/SRT","ja","Japanese","36","timing_corrected","-64","456","0.0"
"7","38","subtitles","SubRip/SRT","ja","Japanese (SDH)","37","timing_corrected","-64","456","0.0"
"7","39","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Forced)","38","timing_corrected","-63","3","0.0"
"7","40","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil)","39","timing_corrected","-63","385","0.0"
"7","41","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Dub)","40","timing_corrected","-63","360","0.0"
"7","42","subtitles","SubRip/SRT","pt-PT","Portuguese (Portugal)","41","timing_corrected","-63","381","0.0"
"7","43","subtitles","SubRip/SRT","pl","Polish","42","timing_corrected","-63","378","0.0"
"7","44","subtitles","SubRip/SRT","nl","Dutch","43","timing_corrected","-63","376","0.0"
"7","45","subtitles","SubRip/SRT","nb","Norwegian Bokm̴l","44","timing_corrected","-63","386","0.0"
"7","46","subtitles","SubRip/SRT","fi","Finnish","45","timing_corrected","-63","390","0.0"
"7","47","subtitles","SubRip/SRT","fil","Filipino","46","timing_corrected","-63","388","0.0"
"7","48","subtitles","SubRip/SRT","tr","Turkish","47","timing_corrected","-63","390","0.0"
"7","49","subtitles","SubRip/SRT","sv","Swedish","48","timing_corrected","-63","390","0.0"
"7","50","subtitles","SubRip/SRT","el","Greek","49","timing_corrected","-63","373","0.0"
"7","51","subtitles","SubRip/SRT","he","Hebrew","50","timing_corrected","-63","398","0.0"
"7","52","subtitles","SubRip/SRT","ro","Romanian","51","timing_corrected","-63","387","0.0"
"7","53","subtitles","SubRip/SRT","id-ID","Indonesian (Forced)","52","timing_corrected","-63","4","0.0"
"7","54","subtitles","SubRip/SRT","id-ID","Indonesian","53","timing_corrected","-63","389","0.0"
"7","55","subtitles","SubRip/SRT","id-ID","Indonesian (Dub)","54","timing_corrected","-63","339","0.0"
"7","56","subtitles","SubRip/SRT","th-TH","Thai (Forced)","55","timing_corrected","-63","3","0.0"
"7","57","subtitles","SubRip/SRT","th-TH","Thai","56","timing_corrected","-63","409","0.0"
"7","58","subtitles","SubRip/SRT","th-TH","Thai (Dub)","57","timing_corrected","-63","379","0.0"
"7","59","subtitles","SubRip/SRT","ko","Korean","58","timing_corrected","-63","400","0.0"
"7","60","subtitles","SubRip/SRT","da","Danish","59","timing_corrected","-63","395","0.0"
"7","61","subtitles","SubRip/SRT","zh-Hans","Chinese (Simplified)","60","timing_corrected","-63","394","0.0"
"7","62","subtitles","SubRip/SRT","zh-Hant","Chinese (Traditional)","61","timing_corrected","-63","404","0.0"
"7","63","subtitles","SubRip/SRT","vi-VN","Vietnamese","62","timing_corrected","-63","401","0.0"
"7","64","subtitles","SubRip/SRT","uk","Ukrainian","63","timing_corrected","-63","397","0.0"
"7","65","subtitles","SubRip/SRT","hu","Hungarian","64","timing_corrected","-63","392","0.0"
"7","66","subtitles","SubRip/SRT","cs","Czech","65","timing_corrected","-63","391","0.0"
"7","67","subtitles","SubRip/SRT","hr","Croatian","66","timing_corrected","-63","394","0.0"
"7","68","subtitles","SubRip/SRT","ms-MY","Malay","67","timing_corrected","-63","391","0.0"
"7","69","subtitles","SubRip/SRT","hi","Hindi (Forced)","68","timing_corrected","-63","3","0.0"
"7","70","subtitles","SubRip/SRT","hi","Hindi","69","timing_corrected","-63","409","0.0"
"8","1","audio","Opus","ja","Japanese","1","unchanged_timing","0","2232","0.0"
"8","2","audio","Opus","ja","Japanese 2.0 (Blu-ray)","","added","0","",""
"8","3","audio","Opus","en","English","2","timing_corrected","888","2204","0.0"
"8","4","audio","Opus","es-419","Spanish (Latin America)","3","timing_corrected","910","2203","0.0"
"8","5","audio","Opus","es-ES","Spanish (Spain)","4","timing_corrected","888","2204","0.0"
"8","6","audio","Opus","ar-SA","Arabic","5","timing_corrected","888","2204","0.0"
"8","7","audio","Opus","fr-FR","French (France)","6","timing_corrected","888","2204","0.0"
"8","8","audio","Opus","de","German","7","timing_corrected","888","2204","0.0"
"8","9","audio","Opus","it","Italian","8","timing_corrected","888","2204","0.0"
"8","10","audio","Opus","pt-BR","Portuguese (Brazil)","9","timing_corrected","858","2207","0.0"
"8","11","audio","Opus","id-ID","Indonesian","10","timing_corrected","888","2204","0.0"
"8","12","audio","Opus","th-TH","Thai","11","timing_corrected","888","2204","0.0"
"8","13","audio","Opus","hi","Hindi","12","timing_corrected","888","2204","0.0"
"8","14","subtitles","SubRip/SRT","en","English (Forced)","13","timing_corrected","847","3","0.0"
"8","15","subtitles","SubStationAlpha","en","English","14","unchanged_timing","0","4710","0.0"
"8","16","subtitles","SubRip/SRT","en","English (SDH)","15","timing_corrected","847","392","0.0"
"8","17","subtitles","SubStationAlpha","en","English (Dub)","16","unchanged_timing","0","4747","0.0"
"8","18","subtitles","SubStationAlpha","en","English (Signs & Songs)","17","unchanged_timing","0","4388","0.0"
"8","19","subtitles","SubStationAlpha","en","English (Honorifics)","18","unchanged_timing","0","4710","0.0"
"8","20","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Forced)","19","timing_corrected","847","6","0.0"
"8","21","subtitles","SubRip/SRT","es-419","Spanish (Latin America)","20","timing_corrected","847","312","0.0"
"8","22","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Dub)","21","timing_corrected","847","242","0.0"
"8","23","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Forced)","22","timing_corrected","847","1","0.0"
"8","24","subtitles","SubRip/SRT","es-ES","Spanish (Spain)","23","timing_corrected","847","318","0.0"
"8","25","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Dub)","24","timing_corrected","847","258","0.0"
"8","26","subtitles","SubRip/SRT","ar-SA","Arabic (Forced)","25","timing_corrected","847","3","0.0"
"8","27","subtitles","SubRip/SRT","ar-SA","Arabic","26","timing_corrected","847","311","0.0"
"8","28","subtitles","SubRip/SRT","fr-FR","French (Forced)","27","timing_corrected","847","3","0.0"
"8","29","subtitles","SubRip/SRT","fr-FR","French (France)","28","timing_corrected","847","315","0.0"
"8","30","subtitles","SubRip/SRT","fr-FR","French (Dub)","29","timing_corrected","847","360","0.0"
"8","31","subtitles","SubRip/SRT","de","German (Forced)","30","timing_corrected","847","5","0.0"
"8","32","subtitles","SubRip/SRT","de","German","31","timing_corrected","847","317","0.0"
"8","33","subtitles","SubRip/SRT","de","German (Dub)","32","timing_corrected","847","268","0.0"
"8","34","subtitles","SubRip/SRT","it","Italian (Forced)","33","timing_corrected","847","6","0.0"
"8","35","subtitles","SubRip/SRT","it","Italian","34","timing_corrected","847","313","0.0"
"8","36","subtitles","SubRip/SRT","it","Italian (Dub)","35","timing_corrected","847","284","0.0"
"8","37","subtitles","SubRip/SRT","ja","Japanese","36","timing_corrected","846","362","0.0"
"8","38","subtitles","SubRip/SRT","ja","Japanese (SDH)","37","timing_corrected","846","362","0.0"
"8","39","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Forced)","38","timing_corrected","847","6","0.0"
"8","40","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil)","39","timing_corrected","847","316","0.0"
"8","41","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Dub)","40","timing_corrected","847","272","0.0"
"8","42","subtitles","SubRip/SRT","pt-PT","Portuguese (Portugal)","41","timing_corrected","847","314","0.0"
"8","43","subtitles","SubRip/SRT","pl","Polish","42","timing_corrected","847","306","0.0"
"8","44","subtitles","SubRip/SRT","nl","Dutch","43","timing_corrected","847","311","0.0"
"8","45","subtitles","SubRip/SRT","nb","Norwegian Bokm̴l","44","timing_corrected","847","313","0.0"
"8","46","subtitles","SubRip/SRT","fi","Finnish","45","timing_corrected","847","315","0.0"
"8","47","subtitles","SubRip/SRT","fil","Filipino","46","timing_corrected","847","318","0.0"
"8","48","subtitles","SubRip/SRT","tr","Turkish","47","timing_corrected","847","313","0.0"
"8","49","subtitles","SubRip/SRT","sv","Swedish","48","timing_corrected","847","313","0.0"
"8","50","subtitles","SubRip/SRT","el","Greek","49","timing_corrected","847","315","0.0"
"8","51","subtitles","SubRip/SRT","he","Hebrew","50","timing_corrected","847","315","0.0"
"8","52","subtitles","SubRip/SRT","ro","Romanian","51","timing_corrected","847","315","0.0"
"8","53","subtitles","SubRip/SRT","id-ID","Indonesian (Forced)","52","timing_corrected","847","7","0.0"
"8","54","subtitles","SubRip/SRT","id-ID","Indonesian","53","timing_corrected","847","309","0.0"
"8","55","subtitles","SubRip/SRT","id-ID","Indonesian (Dub)","54","timing_corrected","847","276","0.0"
"8","56","subtitles","SubRip/SRT","th-TH","Thai (Forced)","55","timing_corrected","847","6","0.0"
"8","57","subtitles","SubRip/SRT","th-TH","Thai","56","timing_corrected","847","315","0.0"
"8","58","subtitles","SubRip/SRT","th-TH","Thai (Dub)","57","timing_corrected","847","292","0.0"
"8","59","subtitles","SubRip/SRT","ko","Korean","58","timing_corrected","847","312","0.0"
"8","60","subtitles","SubRip/SRT","da","Danish","59","timing_corrected","847","313","0.0"
"8","61","subtitles","SubRip/SRT","zh-Hans","Chinese (Simplified)","60","timing_corrected","847","311","0.0"
"8","62","subtitles","SubRip/SRT","zh-Hant","Chinese (Traditional)","61","timing_corrected","847","311","0.0"
"8","63","subtitles","SubRip/SRT","vi-VN","Vietnamese","62","timing_corrected","847","318","0.0"
"8","64","subtitles","SubRip/SRT","uk","Ukrainian","63","timing_corrected","847","313","0.0"
"8","65","subtitles","SubRip/SRT","hu","Hungarian","64","timing_corrected","847","315","0.0"
"8","66","subtitles","SubRip/SRT","cs","Czech","65","timing_corrected","847","315","0.0"
"8","67","subtitles","SubRip/SRT","hr","Croatian","66","timing_corrected","847","315","0.0"
"8","68","subtitles","SubRip/SRT","ms-MY","Malay","67","timing_corrected","847","317","0.0"
"8","69","subtitles","SubRip/SRT","hi","Hindi (Forced)","68","timing_corrected","847","6","0.0"
"8","70","subtitles","SubRip/SRT","hi","Hindi","69","timing_corrected","847","321","0.0"
"9","1","audio","Opus","ja","Japanese","1","unchanged_timing","0","2232","0.0"
"9","2","audio","Opus","ja","Japanese 2.0 (Blu-ray)","","added","0","",""
"9","3","audio","Opus","en","English","2","timing_corrected","48","2246","0.0"
"9","4","audio","Opus","es-419","Spanish (Latin America)","3","timing_corrected","48","2246","0.0"
"9","5","audio","Opus","es-ES","Spanish (Spain)","4","timing_corrected","27","2249","0.0"
"9","6","audio","Opus","ar-SA","Arabic","5","timing_corrected","48","2246","0.0"
"9","7","audio","Opus","fr-FR","French (France)","6","timing_corrected","48","2246","0.0"
"9","8","audio","Opus","de","German","7","timing_corrected","27","2247","0.0"
"9","9","audio","Opus","it","Italian","8","timing_corrected","27","2247","0.0"
"9","10","audio","Opus","pt-BR","Portuguese (Brazil)","9","timing_corrected","48","2246","0.0"
"9","11","audio","Opus","id-ID","Indonesian","10","timing_corrected","48","2246","0.0"
"9","12","audio","Opus","th-TH","Thai","11","timing_corrected","48","2246","0.0"
"9","13","audio","Opus","hi","Hindi","12","timing_corrected","27","2247","0.0"
"9","14","subtitles","SubRip/SRT","en","English (Forced)","13","timing_corrected","12","4","0.0"
"9","15","subtitles","SubStationAlpha","en","English","14","unchanged_timing","0","4868","0.0"
"9","16","subtitles","SubRip/SRT","en","English (SDH)","15","timing_corrected","12","519","0.0"
"9","17","subtitles","SubStationAlpha","en","English (Dub)","16","unchanged_timing","0","4898","0.0"
"9","18","subtitles","SubStationAlpha","en","English (Signs & Songs)","17","unchanged_timing","0","4425","0.0"
"9","19","subtitles","SubStationAlpha","en","English (Honorifics)","18","unchanged_timing","0","4868","0.0"
"9","20","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Forced)","19","timing_corrected","12","5","0.0"
"9","21","subtitles","SubRip/SRT","es-419","Spanish (Latin America)","20","timing_corrected","12","428","0.0"
"9","22","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Dub)","21","timing_corrected","12","315","0.0"
"9","23","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Forced)","22","timing_corrected","12","4","0.0"
"9","24","subtitles","SubRip/SRT","es-ES","Spanish (Spain)","23","timing_corrected","12","433","0.0"
